timestamp;accX;accY;accZ;gyroX;gyroY;gyroZ
814120;13.0;6.0;2044.0;0.0;-2.0;-1.0
814123;0.0;3.0;2054.0;0.0;1.0;-2.0
814127;3.0;-7.0;2042.0;-5.0;3.0;2.0
814130;3.0;10.0;2044.0;-4.0;1.0;-4.0
814134;-6.0;-5.0;2054.0;0.0;0.0;0.0
814137;1.0;9.0;2055.0;-1.0;-1.0;1.0
814141;-1.0;0.0;2045.0;-2.0;0.0;-4.0
814144;-1.0;-1.0;2046.0;0.0;-1.0;-2.0
814148;-4.0;-1.0;2043.0;-5.0;-2.0;-1.0
814151;6.0;9.0;2046.0;0.0;2.0;1.0
814155;5.0;3.0;2043.0;-3.0;4.0;0.0
814158;0.0;-3.0;2041.0;-3.0;3.0;1.0
814162;6.0;5.0;2049.0;1.0;2.0;0.0
814165;0.0;3.0;2045.0;1.0;2.0;1.0
814169;-7.0;8.0;2048.0;0.0;2.0;1.0
814172;10.0;-2.0;2055.0;2.0;-1.0;-2.0
814176;0.0;15.0;2038.0;1.0;1.0;-2.0
814179;-2.0;10.0;2046.0;4.0;2.0;1.0
814183;-1.0;9.0;2047.0;2.0;1.0;1.0
814186;-8.0;0.0;2042.0;-4.0;3.0;-2.0
814190;0.0;-9.0;2051.0;3.0;3.0;1.0
814193;9.0;4.0;2042.0;-1.0;1.0;-3.0
814197;6.0;3.0;2052.0;-3.0;0.0;-3.0
814200;-3.0;1.0;2044.0;-3.0;-1.0;-2.0
814204;12.0;10.0;2052.0;2.0;3.0;-1.0
814207;9.0;2.0;2051.0;3.0;1.0;-2.0
814211;-9.0;17.0;2045.0;1.0;2.0;-5.0
814214;-5.0;-2.0;2047.0;1.0;1.0;-2.0
814218;0.0;7.0;2035.0;-2.0;1.0;-1.0
814221;9.0;2.0;2045.0;-2.0;1.0;-1.0
814225;-3.0;2.0;2035.0;1.0;0.0;0.0
814228;-6.0;4.0;2051.0;-2.0;3.0;-2.0
814232;-8.0;11.0;2042.0;3.0;1.0;-6.0
814235;-10.0;7.0;2050.0;3.0;-1.0;-5.0
814239;0.0;18.0;2048.0;-5.0;5.0;-4.0
814242;-6.0;8.0;2045.0;-6.0;1.0;-3.0
814246;4.0;10.0;2038.0;1.0;2.0;-1.0
814249;4.0;10.0;2045.0;2.0;6.0;-3.0
814253;9.0;-3.0;2048.0;1.0;5.0;-1.0
814256;10.0;1.0;2038.0;0.0;2.0;-5.0
814260;-1.0;17.0;2054.0;0.0;-1.0;-1.0
814263;9.0;-4.0;2031.0;-2.0;3.0;-3.0
814267;-11.0;11.0;2046.0;-3.0;-3.0;-3.0
814270;-6.0;-6.0;2045.0;0.0;4.0;-3.0
814274;8.0;6.0;2050.0;0.0;1.0;0.0
814277;8.0;0.0;2042.0;0.0;1.0;-2.0
814281;10.0;14.0;2047.0;1.0;0.0;0.0
814284;-3.0;7.0;2043.0;-3.0;0.0;-1.0
814288;2.0;4.0;2051.0;-6.0;3.0;-1.0
814291;6.0;7.0;2029.0;-3.0;0.0;0.0
814295;6.0;1.0;2048.0;-1.0;0.0;-5.0
814298;13.0;-5.0;2039.0;1.0;3.0;1.0
814302;-5.0;3.0;2047.0;0.0;2.0;-5.0
814305;5.0;3.0;2042.0;1.0;2.0;1.0
814309;-7.0;3.0;2037.0;3.0;5.0;-2.0
814312;-9.0;-2.0;2047.0;-1.0;1.0;-3.0
814316;-1.0;1.0;2045.0;-1.0;-2.0;-1.0
814319;-1.0;5.0;2051.0;-4.0;-2.0;0.0
814323;-1.0;-5.0;2049.0;0.0;2.0;-2.0
814326;5.0;4.0;2053.0;4.0;2.0;0.0
814330;5.0;5.0;2051.0;2.0;1.0;-1.0
814333;6.0;9.0;2049.0;-3.0;0.0;-3.0
814337;1.0;6.0;2046.0;-2.0;2.0;-1.0
814340;-3.0;9.0;2043.0;-2.0;-4.0;0.0
814344;8.0;-3.0;2045.0;-3.0;3.0;-1.0
814347;6.0;9.0;2042.0;-2.0;1.0;-2.0
814351;-7.0;5.0;2047.0;0.0;-1.0;0.0
814354;-4.0;8.0;2038.0;-3.0;0.0;-2.0
814358;-1.0;6.0;2045.0;-3.0;0.0;-3.0
814361;5.0;11.0;2040.0;-2.0;1.0;2.0
814365;3.0;6.0;2032.0;0.0;4.0;0.0
814368;-6.0;6.0;2045.0;-3.0;0.0;-3.0
814372;3.0;3.0;2060.0;0.0;0.0;-4.0
814375;-2.0;11.0;2052.0;-2.0;4.0;-1.0
814379;-6.0;10.0;2053.0;2.0;0.0;1.0
814382;7.0;14.0;2042.0;0.0;1.0;3.0
814386;10.0;6.0;2057.0;0.0;2.0;-4.0
814389;-7.0;-1.0;2051.0;-2.0;2.0;2.0
814393;-5.0;5.0;2047.0;-1.0;2.0;0.0
814396;0.0;3.0;2041.0;0.0;3.0;-4.0
814400;8.0;12.0;2048.0;-1.0;1.0;2.0
814403;0.0;0.0;2043.0;-3.0;2.0;0.0
814407;-2.0;3.0;2048.0;0.0;2.0;-4.0
814410;1.0;4.0;2048.0;-2.0;0.0;-5.0
814414;5.0;17.0;2039.0;-2.0;2.0;0.0
814417;-2.0;-5.0;2050.0;-2.0;2.0;-5.0
814421;8.0;19.0;2043.0;-3.0;1.0;0.0
814424;-6.0;-2.0;2050.0;-2.0;0.0;0.0
814428;4.0;5.0;2039.0;-4.0;0.0;-3.0
814431;4.0;2.0;2053.0;2.0;2.0;-4.0
814435;6.0;10.0;2043.0;-2.0;0.0;-2.0
814438;5.0;5.0;2046.0;1.0;-3.0;-2.0
814442;-2.0;9.0;2041.0;1.0;2.0;-5.0
814445;-7.0;1.0;2045.0;-1.0;2.0;-4.0
814449;2.0;13.0;2052.0;4.0;1.0;-4.0
814452;-6.0;16.0;2043.0;-2.0;0.0;-3.0
814456;-3.0;10.0;2042.0;-1.0;2.0;-3.0
814459;6.0;0.0;2048.0;-2.0;-2.0;2.0
814463;-3.0;4.0;2055.0;-3.0;0.0;-3.0
814466;-10.0;5.0;2037.0;0.0;4.0;-5.0
814470;2.0;3.0;2041.0;-1.0;0.0;-2.0
814473;-6.0;4.0;2053.0;-3.0;0.0;-3.0
814477;-12.0;10.0;2054.0;-2.0;1.0;1.0
814480;-4.0;9.0;2044.0;-3.0;-4.0;-6.0
814484;2.0;7.0;2044.0;-3.0;2.0;-3.0
814487;-3.0;14.0;2050.0;-2.0;4.0;-2.0
814491;5.0;12.0;2047.0;4.0;0.0;3.0
814494;11.0;-1.0;2041.0;1.0;-4.0;-1.0
814498;-4.0;-2.0;2051.0;-3.0;0.0;2.0
814501;-3.0;-1.0;2050.0;-4.0;2.0;1.0
814505;-3.0;3.0;2047.0;-1.0;0.0;-4.0
814508;11.0;1.0;2051.0;2.0;3.0;-3.0
814512;8.0;2.0;2046.0;-4.0;4.0;0.0
814515;2.0;-11.0;2039.0;-1.0;4.0;0.0
814519;4.0;-4.0;2044.0;0.0;-2.0;0.0
814522;7.0;12.0;2030.0;-1.0;-3.0;-6.0
814526;0.0;-5.0;2044.0;3.0;3.0;-2.0
814529;4.0;-1.0;2040.0;-2.0;0.0;0.0
814533;10.0;0.0;2040.0;-2.0;-2.0;-3.0
814536;-1.0;5.0;2033.0;-1.0;0.0;-2.0
814540;-2.0;7.0;2039.0;-5.0;2.0;0.0
814543;0.0;11.0;2035.0;-5.0;4.0;-3.0
814547;-9.0;5.0;2041.0;0.0;-3.0;-1.0
814550;8.0;6.0;2038.0;-7.0;2.0;5.0
814554;-6.0;-4.0;2040.0;0.0;0.0;-5.0
814557;3.0;8.0;2034.0;1.0;6.0;-3.0
814561;1.0;5.0;2047.0;-2.0;-2.0;-4.0
814564;-9.0;7.0;2044.0;-4.0;1.0;-1.0
814568;3.0;-2.0;2044.0;-4.0;1.0;1.0
814571;1.0;4.0;2038.0;1.0;-2.0;-4.0
814575;5.0;9.0;2052.0;-2.0;0.0;0.0
814578;11.0;10.0;2068.0;-1.0;-1.0;-4.0
814582;1.0;5.0;2048.0;-3.0;2.0;-2.0
814585;4.0;3.0;2035.0;-4.0;-1.0;0.0
814589;-3.0;12.0;2050.0;-2.0;3.0;0.0
814592;10.0;7.0;2045.0;1.0;0.0;0.0
814596;3.0;6.0;2050.0;-3.0;3.0;1.0
814599;0.0;15.0;2048.0;0.0;2.0;-3.0
814603;6.0;10.0;2041.0;2.0;-1.0;0.0
814606;7.0;-2.0;2036.0;-2.0;3.0;-2.0
814610;-3.0;-5.0;2042.0;2.0;0.0;1.0
814613;-11.0;7.0;2039.0;1.0;-1.0;-3.0
814617;2.0;4.0;2046.0;-4.0;1.0;-5.0
814620;-5.0;1.0;2052.0;-2.0;1.0;-1.0
814624;-3.0;17.0;2053.0;-4.0;2.0;-2.0
814627;4.0;8.0;2038.0;-2.0;0.0;-4.0
814631;4.0;3.0;2045.0;-1.0;2.0;-1.0
814634;-12.0;2.0;2047.0;0.0;2.0;-1.0
814638;-11.0;2.0;2046.0;0.0;1.0;-1.0
814641;-6.0;5.0;2053.0;0.0;3.0;-3.0
814645;-3.0;10.0;2040.0;-3.0;0.0;1.0
814648;-8.0;5.0;2046.0;-3.0;2.0;-2.0
814652;-4.0;7.0;2052.0;-1.0;4.0;0.0
814655;-5.0;2.0;2049.0;-2.0;-3.0;0.0
814659;1.0;-3.0;2050.0;-2.0;-1.0;-4.0
814662;11.0;1.0;2039.0;-2.0;0.0;-5.0
814666;3.0;10.0;2045.0;-2.0;0.0;1.0
814669;-1.0;-4.0;2050.0;-1.0;-3.0;-1.0
814673;7.0;-4.0;2045.0;0.0;2.0;-2.0
814676;1.0;-1.0;2046.0;-1.0;-3.0;-3.0
814680;2.0;18.0;2039.0;0.0;-1.0;0.0
814683;9.0;11.0;2042.0;1.0;3.0;-6.0
814687;1.0;11.0;2041.0;-2.0;0.0;0.0
814690;7.0;-3.0;2037.0;-2.0;2.0;-3.0
814694;-5.0;4.0;2049.0;0.0;5.0;-4.0
814697;4.0;3.0;2056.0;-1.0;0.0;3.0
814701;3.0;4.0;2052.0;-3.0;5.0;-4.0
814704;-4.0;17.0;2050.0;1.0;1.0;-1.0
814708;-1.0;-5.0;2053.0;0.0;-1.0;0.0
814711;1.0;1.0;2037.0;4.0;5.0;0.0
814715;-7.0;11.0;2057.0;-1.0;2.0;1.0
814718;11.0;8.0;2053.0;1.0;-4.0;-5.0
814722;-5.0;11.0;2053.0;-3.0;2.0;-2.0
814725;7.0;10.0;2041.0;-3.0;1.0;-1.0
814729;-14.0;1.0;2050.0;2.0;-3.0;-4.0
814732;-2.0;5.0;2051.0;1.0;2.0;-1.0
814736;2.0;11.0;2037.0;-1.0;-2.0;-4.0
814739;2.0;-4.0;2045.0;0.0;-2.0;-2.0
814743;3.0;9.0;2049.0;0.0;3.0;2.0
814746;-4.0;3.0;2047.0;0.0;1.0;-7.0
814750;6.0;-5.0;2045.0;-3.0;2.0;-3.0
814753;2.0;10.0;2041.0;0.0;1.0;0.0
814757;1.0;-2.0;2062.0;3.0;4.0;-3.0
814760;2.0;-5.0;2053.0;-1.0;-1.0;0.0
814764;-4.0;12.0;2048.0;-2.0;0.0;-3.0
814767;9.0;7.0;2048.0;-4.0;2.0;-2.0
814771;6.0;0.0;2048.0;1.0;6.0;2.0
814774;-7.0;-6.0;2049.0;-2.0;-1.0;-3.0
814778;-5.0;14.0;2051.0;-2.0;-5.0;-1.0
814781;3.0;-4.0;2045.0;3.0;-2.0;0.0
814785;1.0;5.0;2044.0;-3.0;2.0;-5.0
814788;-5.0;4.0;2045.0;0.0;1.0;-4.0
814792;10.0;0.0;2048.0;-1.0;1.0;2.0
814795;11.0;10.0;2038.0;-3.0;-3.0;-2.0
814799;-13.0;-12.0;2036.0;-1.0;3.0;-1.0
814802;4.0;0.0;2039.0;-1.0;-3.0;-7.0
814806;-3.0;6.0;2051.0;0.0;0.0;1.0
814809;-5.0;12.0;2045.0;-2.0;2.0;-1.0
814813;4.0;4.0;2048.0;0.0;-3.0;2.0
814816;19.0;-5.0;2042.0;0.0;0.0;-7.0
814820;21.0;15.0;2038.0;1.0;2.0;2.0
814823;5.0;9.0;2037.0;-2.0;2.0;-3.0
814827;0.0;6.0;2045.0;-3.0;3.0;2.0
814830;-1.0;6.0;2041.0;-2.0;0.0;-4.0
814834;3.0;10.0;2048.0;-1.0;0.0;-1.0
814837;0.0;9.0;2027.0;2.0;0.0;-2.0
814841;3.0;2.0;2042.0;2.0;0.0;-2.0
814844;-1.0;11.0;2043.0;0.0;-3.0;-2.0
814848;-7.0;5.0;2044.0;-3.0;1.0;-1.0
814851;11.0;4.0;2042.0;-3.0;4.0;-3.0
814855;14.0;1.0;2049.0;-4.0;0.0;-4.0
814858;3.0;3.0;2043.0;1.0;-1.0;-3.0
814862;0.0;-3.0;2044.0;-5.0;-2.0;-3.0
814865;-1.0;-9.0;2038.0;-1.0;-4.0;0.0
814869;5.0;-7.0;2048.0;0.0;-2.0;-3.0
814872;-3.0;9.0;2048.0;-2.0;1.0;-1.0
814876;11.0;1.0;2039.0;-2.0;0.0;-1.0
814879;-12.0;5.0;2045.0;-2.0;1.0;0.0
814883;-1.0;6.0;2045.0;0.0;3.0;2.0
814886;4.0;9.0;2046.0;-1.0;3.0;-4.0
814890;-3.0;12.0;2041.0;-5.0;1.0;1.0
814893;-2.0;-2.0;2042.0;3.0;2.0;0.0
814897;-1.0;4.0;2049.0;1.0;1.0;-4.0
814900;1.0;15.0;2049.0;-3.0;2.0;-2.0
814904;1.0;-2.0;2048.0;0.0;2.0;-4.0
814907;-5.0;-1.0;2044.0;-4.0;-3.0;-2.0
814911;-2.0;-4.0;2048.0;1.0;6.0;-3.0
814914;-14.0;2.0;2044.0;1.0;-1.0;-5.0
814918;4.0;-9.0;2042.0;-1.0;1.0;-1.0
814921;2.0;3.0;2048.0;-1.0;-2.0;-3.0
814925;-1.0;13.0;2049.0;-1.0;-2.0;0.0
814928;3.0;8.0;2041.0;-1.0;-1.0;-2.0
814932;0.0;3.0;2042.0;0.0;2.0;0.0
814935;-1.0;2.0;2046.0;0.0;2.0;-1.0
814939;5.0;3.0;2044.0;0.0;-1.0;-4.0
814942;-5.0;2.0;2045.0;0.0;1.0;-3.0
814946;0.0;4.0;2039.0;-5.0;3.0;-3.0
814949;-7.0;-13.0;2038.0;-4.0;-2.0;0.0
814953;2.0;-3.0;2039.0;-1.0;4.0;1.0
814956;0.0;2.0;2044.0;2.0;0.0;2.0
814960;-3.0;10.0;2044.0;-1.0;4.0;-4.0
814963;-2.0;1.0;2056.0;-3.0;0.0;-2.0
814967;9.0;2.0;2048.0;1.0;-1.0;1.0
814970;0.0;-2.0;2043.0;4.0;-2.0;-5.0
814974;13.0;7.0;2044.0;3.0;1.0;-3.0
814977;-3.0;5.0;2046.0;-2.0;1.0;-1.0
814981;-11.0;2.0;2057.0;-2.0;3.0;-2.0
814984;-7.0;7.0;2044.0;-2.0;-3.0;-2.0
814988;0.0;13.0;2044.0;3.0;0.0;-1.0
814991;-3.0;-8.0;2049.0;-1.0;2.0;-2.0
814995;-4.0;-5.0;2051.0;-1.0;-1.0;-5.0
814998;-1.0;1.0;2052.0;1.0;2.0;-4.0
815002;0.0;4.0;2047.0;0.0;-1.0;-2.0
815005;6.0;-3.0;2046.0;-2.0;1.0;-1.0
815009;-2.0;2.0;2044.0;2.0;2.0;-2.0
815012;-8.0;3.0;2038.0;-3.0;-1.0;1.0
815016;-4.0;6.0;2045.0;1.0;0.0;-7.0
815019;-2.0;-4.0;2049.0;-1.0;0.0;-2.0
815023;-11.0;2.0;2038.0;-1.0;1.0;-2.0
815026;-6.0;8.0;2046.0;-5.0;2.0;-2.0
815030;-4.0;21.0;2040.0;-1.0;5.0;-4.0
815033;3.0;4.0;2053.0;0.0;-1.0;2.0
815037;-1.0;-3.0;2050.0;-1.0;-1.0;3.0
815040;6.0;5.0;2046.0;2.0;4.0;-4.0
815044;-1.0;0.0;2050.0;3.0;3.0;0.0
815047;2.0;6.0;2059.0;1.0;0.0;1.0
815051;-1.0;1.0;2054.0;-1.0;3.0;-1.0
815054;5.0;9.0;2047.0;-2.0;4.0;-2.0
815058;-1.0;-1.0;2033.0;-1.0;-1.0;-3.0
815061;-1.0;5.0;2046.0;2.0;1.0;-3.0
815065;0.0;3.0;2037.0;-4.0;2.0;0.0
815068;-3.0;3.0;2042.0;1.0;2.0;-4.0
815072;-3.0;12.0;2048.0;0.0;1.0;-4.0
815075;1.0;-2.0;2041.0;2.0;-2.0;-4.0
815079;8.0;2.0;2056.0;0.0;1.0;-1.0
815082;-7.0;8.0;2053.0;-1.0;4.0;-1.0
815086;0.0;7.0;2055.0;-5.0;4.0;-3.0
815089;11.0;6.0;2041.0;1.0;0.0;-2.0
815093;-3.0;2.0;2044.0;3.0;-2.0;-3.0
815096;-2.0;1.0;2039.0;0.0;3.0;-1.0
815100;2.0;-8.0;2058.0;-1.0;2.0;-1.0
815103;3.0;7.0;2048.0;-1.0;1.0;0.0
815107;-5.0;-2.0;2046.0;0.0;0.0;-1.0
815110;-3.0;-3.0;2043.0;-4.0;0.0;-1.0
815114;-5.0;2.0;2049.0;-1.0;-3.0;-3.0
815117;0.0;-2.0;2046.0;-3.0;3.0;0.0
815121;4.0;1.0;2049.0;-3.0;2.0;-1.0
815124;10.0;4.0;2056.0;-1.0;3.0;3.0
815128;4.0;5.0;2043.0;0.0;0.0;-4.0
815131;8.0;-5.0;2047.0;-1.0;4.0;-4.0
815135;8.0;6.0;2048.0;-4.0;-3.0;-5.0
815138;-3.0;7.0;2039.0;-1.0;-2.0;-4.0
815142;-4.0;-2.0;2048.0;1.0;-2.0;-3.0
815145;0.0;-1.0;2038.0;1.0;-3.0;-2.0
815149;15.0;5.0;2041.0;-1.0;1.0;1.0
815152;0.0;9.0;2041.0;-3.0;2.0;-2.0
815156;2.0;12.0;2041.0;-5.0;0.0;-3.0
815159;3.0;0.0;2055.0;-4.0;4.0;-1.0
815163;-1.0;-7.0;2043.0;3.0;1.0;-1.0
815166;-2.0;-1.0;2050.0;0.0;2.0;-1.0
815170;8.0;-2.0;2049.0;-2.0;1.0;0.0
815173;-4.0;2.0;2038.0;-3.0;1.0;-4.0
815177;-1.0;2.0;2033.0;-5.0;2.0;1.0
815180;-6.0;-9.0;2045.0;0.0;1.0;-4.0
815184;9.0;7.0;2035.0;1.0;-1.0;-1.0
815187;-5.0;-4.0;2039.0;1.0;-1.0;-3.0
815191;-1.0;1.0;2047.0;-2.0;-2.0;-1.0
815194;-6.0;-3.0;2045.0;-3.0;3.0;-2.0
815198;-11.0;5.0;2042.0;0.0;1.0;-2.0
815201;-9.0;3.0;2049.0;2.0;2.0;-3.0
815205;-2.0;0.0;2044.0;-1.0;-2.0;-3.0
815208;-5.0;-8.0;2042.0;2.0;-1.0;1.0
815212;-4.0;12.0;2048.0;0.0;3.0;0.0
815215;1.0;3.0;2058.0;-1.0;0.0;-5.0
815219;-3.0;8.0;2046.0;0.0;1.0;-7.0
815222;5.0;-1.0;2043.0;-1.0;1.0;1.0
815226;6.0;14.0;2034.0;0.0;-2.0;-1.0
815229;7.0;-2.0;2054.0;-2.0;1.0;-3.0
815233;6.0;8.0;2050.0;-3.0;1.0;-4.0
815236;4.0;-1.0;2051.0;0.0;1.0;-1.0
815240;-5.0;1.0;2040.0;2.0;3.0;-5.0
815243;-2.0;3.0;2040.0;0.0;1.0;-1.0
815247;1.0;0.0;2047.0;-1.0;-3.0;-4.0
815250;-6.0;0.0;2057.0;-3.0;0.0;-6.0
815254;2.0;10.0;2034.0;2.0;0.0;-4.0
815257;6.0;1.0;2047.0;-4.0;3.0;1.0
815261;4.0;1.0;2041.0;3.0;-1.0;-2.0
815264;12.0;11.0;2052.0;-7.0;7.0;1.0
815268;-1.0;-1.0;2042.0;1.0;4.0;-2.0
815271;5.0;2.0;2054.0;-6.0;2.0;-3.0
815275;-2.0;4.0;2054.0;0.0;-2.0;-1.0
815278;-4.0;4.0;2052.0;-5.0;3.0;0.0
815282;8.0;-3.0;2035.0;1.0;-4.0;-4.0
815285;-5.0;2.0;2047.0;-2.0;0.0;-1.0
815289;1.0;7.0;2049.0;-3.0;9.0;0.0
815292;-4.0;6.0;2039.0;-3.0;-1.0;-3.0
815296;3.0;6.0;2051.0;2.0;0.0;-3.0
815299;-10.0;1.0;2044.0;-2.0;2.0;1.0
815303;14.0;-4.0;2052.0;-2.0;-1.0;-1.0
815306;-2.0;0.0;2040.0;-2.0;1.0;-3.0
815310;-3.0;3.0;2049.0;1.0;0.0;2.0
815313;6.0;2.0;2044.0;0.0;-3.0;-3.0
815317;4.0;13.0;2043.0;-1.0;3.0;-2.0
815320;8.0;9.0;2045.0;3.0;4.0;1.0
815324;0.0;4.0;2044.0;2.0;5.0;-2.0
815327;1.0;6.0;2046.0;-1.0;0.0;-6.0
815331;8.0;8.0;2052.0;0.0;0.0;-5.0
815334;-3.0;-5.0;2042.0;1.0;2.0;0.0
815338;-3.0;10.0;2042.0;2.0;3.0;-4.0
815341;-3.0;8.0;2045.0;1.0;3.0;-2.0
815345;-1.0;10.0;2052.0;4.0;-1.0;-3.0
815348;-7.0;0.0;2034.0;-2.0;-1.0;-1.0
815352;8.0;3.0;2050.0;1.0;0.0;-4.0
815355;-2.0;-6.0;2033.0;-2.0;5.0;-2.0
815359;4.0;5.0;2038.0;-1.0;-3.0;-3.0
815362;-2.0;-5.0;2050.0;-1.0;0.0;-4.0
815366;-7.0;-2.0;2035.0;-3.0;0.0;1.0
815369;-1.0;13.0;2043.0;1.0;4.0;0.0
815373;2.0;11.0;2057.0;-2.0;4.0;0.0
815376;-13.0;16.0;2053.0;2.0;-1.0;-1.0
815380;6.0;5.0;2036.0;0.0;-3.0;-4.0
815383;8.0;10.0;2038.0;-2.0;-3.0;-1.0
815387;5.0;-6.0;2052.0;1.0;0.0;0.0
815390;-10.0;-3.0;2041.0;1.0;1.0;-1.0
815394;2.0;1.0;2044.0;-2.0;1.0;1.0
815397;4.0;4.0;2042.0;-2.0;0.0;-1.0
815401;-3.0;-2.0;2052.0;2.0;4.0;-2.0
815404;4.0;6.0;2058.0;0.0;5.0;0.0
815408;1.0;0.0;2043.0;2.0;1.0;1.0
815677;4.0;6.0;2044.0;-2.0;3.0;0.0
815681;12.0;-1.0;2026.0;-2.0;-1.0;-5.0
815684;4.0;-6.0;2039.0;-1.0;6.0;-2.0
815688;3.0;17.0;2058.0;-3.0;-6.0;3.0
815691;-2.0;-4.0;2056.0;-2.0;-3.0;-2.0
815695;-3.0;0.0;2038.0;4.0;3.0;-5.0
815698;4.0;5.0;2045.0;-2.0;2.0;-1.0
815702;8.0;-1.0;2051.0;-1.0;2.0;-1.0
815705;-2.0;5.0;2057.0;-2.0;0.0;1.0
815709;16.0;2.0;2052.0;-4.0;1.0;0.0
815712;11.0;3.0;2036.0;-4.0;-2.0;1.0
815716;-7.0;-2.0;2049.0;-3.0;0.0;3.0
815719;-7.0;5.0;2057.0;-1.0;1.0;0.0
815723;4.0;4.0;2032.0;-2.0;0.0;0.0
815726;4.0;15.0;2052.0;-4.0;2.0;-2.0
815730;-2.0;13.0;2049.0;1.0;0.0;-6.0
815733;11.0;-1.0;2052.0;6.0;-1.0;-3.0
815737;6.0;4.0;2035.0;1.0;3.0;-2.0
815740;4.0;6.0;2040.0;-1.0;-2.0;-2.0
815744;-8.0;-5.0;2046.0;0.0;3.0;-1.0
815747;8.0;3.0;2047.0;0.0;1.0;-3.0
815751;2.0;6.0;2038.0;-4.0;-5.0;0.0
815754;16.0;-4.0;2041.0;-2.0;2.0;-3.0
815758;-2.0;1.0;2039.0;-3.0;0.0;-1.0
815761;-3.0;-5.0;2048.0;1.0;0.0;-1.0
815765;0.0;3.0;2039.0;-1.0;2.0;0.0
815768;-1.0;6.0;2051.0;3.0;0.0;-2.0
815772;9.0;-8.0;2037.0;1.0;1.0;2.0
815775;-9.0;2.0;2048.0;0.0;2.0;-5.0
815779;15.0;3.0;2054.0;-1.0;1.0;-2.0
815782;2.0;1.0;2044.0;-1.0;3.0;-3.0
815786;-2.0;-13.0;2047.0;-3.0;0.0;0.0
815789;-3.0;7.0;2039.0;-1.0;0.0;-2.0
815793;14.0;1.0;2045.0;-1.0;2.0;-3.0
815796;3.0;-2.0;2046.0;0.0;-2.0;-3.0
815800;11.0;7.0;2054.0;0.0;-1.0;-3.0
815803;2.0;11.0;2055.0;-1.0;3.0;1.0
815807;2.0;10.0;2039.0;-2.0;-2.0;-1.0
815810;3.0;5.0;2039.0;-1.0;2.0;4.0
815814;6.0;4.0;2041.0;-1.0;2.0;-1.0
815817;10.0;12.0;2055.0;-4.0;-2.0;-4.0
815821;0.0;-6.0;2038.0;-2.0;1.0;-5.0
815824;5.0;1.0;2045.0;1.0;1.0;0.0
815828;-3.0;5.0;2052.0;1.0;2.0;-6.0
815831;-2.0;12.0;2049.0;-1.0;-2.0;-2.0
815835;4.0;12.0;2055.0;-2.0;-1.0;1.0
815838;6.0;3.0;2045.0;1.0;1.0;-1.0
815842;-7.0;-1.0;2051.0;2.0;4.0;0.0
815845;0.0;1.0;2047.0;-1.0;1.0;1.0
815849;-13.0;9.0;2046.0;-1.0;1.0;0.0
815852;2.0;-1.0;2042.0;-5.0;2.0;-1.0
815856;13.0;6.0;2042.0;-4.0;2.0;-6.0
815859;8.0;11.0;2044.0;-1.0;0.0;-5.0
815863;-7.0;2.0;2037.0;-2.0;2.0;2.0
815866;4.0;-5.0;2046.0;2.0;-2.0;-1.0
815870;2.0;6.0;2045.0;2.0;3.0;-1.0
815873;2.0;1.0;2044.0;0.0;2.0;-2.0
815877;-7.0;1.0;2047.0;-1.0;2.0;-1.0
815880;12.0;5.0;2041.0;-3.0;2.0;1.0
815884;5.0;6.0;2043.0;-2.0;2.0;-6.0
815887;2.0;10.0;2045.0;1.0;4.0;4.0
815891;7.0;5.0;2043.0;-1.0;1.0;-3.0
815894;-1.0;2.0;2051.0;2.0;0.0;-1.0
815898;9.0;8.0;2036.0;3.0;3.0;0.0
815901;5.0;12.0;2044.0;-2.0;-1.0;-3.0
815905;-19.0;10.0;2052.0;-1.0;-2.0;-5.0
815908;-2.0;14.0;2041.0;0.0;1.0;-2.0
815912;6.0;4.0;2048.0;4.0;0.0;-1.0
815915;3.0;7.0;2046.0;-2.0;-3.0;2.0
815919;-6.0;12.0;2039.0;1.0;-1.0;-2.0
815922;-1.0;-7.0;2050.0;-3.0;3.0;1.0
815926;-5.0;9.0;2041.0;-2.0;1.0;-6.0
815929;4.0;7.0;2047.0;-2.0;0.0;-3.0
815933;6.0;8.0;2049.0;3.0;-1.0;-2.0
815936;6.0;3.0;2056.0;-3.0;1.0;-5.0
815940;4.0;0.0;2047.0;-2.0;1.0;2.0
815943;5.0;4.0;2048.0;5.0;0.0;0.0
815947;-4.0;5.0;2049.0;3.0;-2.0;-1.0
815950;0.0;0.0;2048.0;-3.0;2.0;-6.0
815954;5.0;-1.0;2040.0;-2.0;-1.0;0.0
815957;0.0;8.0;2044.0;-1.0;-2.0;-1.0
815961;8.0;11.0;2043.0;2.0;-1.0;-3.0
815964;-9.0;2.0;2038.0;0.0;2.0;0.0
815968;-7.0;2.0;2044.0;-1.0;0.0;-5.0
815971;-8.0;0.0;2044.0;-3.0;0.0;-1.0
815975;1.0;12.0;2050.0;2.0;0.0;0.0
815978;2.0;2.0;2040.0;-5.0;-4.0;-2.0
815982;-10.0;-6.0;2041.0;-1.0;1.0;-3.0
815985;6.0;8.0;2059.0;3.0;5.0;-3.0
815989;1.0;14.0;2044.0;1.0;3.0;0.0
815992;11.0;-1.0;2047.0;0.0;1.0;0.0
815996;-9.0;0.0;2042.0;-1.0;4.0;0.0
815999;-1.0;-7.0;2023.0;0.0;0.0;-4.0
816003;0.0;4.0;2036.0;-3.0;5.0;-1.0
